id;revenue;payment_method;bank_code
738e6401-0a58-4d65-a765-6109f7212736;488966;BALANCE;BALANCE
d7d15fcb-0626-4b46-a0bf-88d6d0652069;354638;PAYLATER;KREDIVO
dd06fd11-aff2-446f-8d39-c104ae79fbb2;224867;BALANCE;BALANCE
e4d13928-1c69-4eee-87f3-6a0ca3977dba;261049;VIRTUAL_ACCOUNT;BCA
fe4fb030-b436-4af0-bea0-17b3f4b62db7;246933;MANUAL_TRANSFER;MANDIRI
25b06c32-fb88-46e1-86ca-02821cb08eb1;206071;VIRTUAL_ACCOUNT;BRI
80966a68-3438-4c1a-9a95-d3b138c410c9;190581;MANUAL_TRANSFER;MANDIRI
61d7614f-8879-4e5a-baac-5251e80d72df;333738;MANUAL_TRANSFER;BRI
888963eb-6254-4616-94d6-85654dd9d525;229373;MANUAL_TRANSFER;BNI
fb163e34-e4e8-4a41-8103-07a069017e12;123481;MANUAL_TRANSFER;BNI
f745119a-dda1-47cd-abaa-2efa3c5649ef;294832;MANUAL_TRANSFER;BRI
3a1f2524-b2d1-49ec-9d61-7b20fcbec6b8;437639;PAYLATER;JULO
d65aff1c-cbcd-4181-9aaf-45a796527e26;473300;BALANCE;BALANCE
dc7edfdf-8d9a-4dc4-9689-eaf489270191;405101;VIRTUAL_ACCOUNT;BNI
53ef7930-d80a-44f5-88ba-0bbeae24358b;168791;MANUAL_TRANSFER;BRI
df6674c9-6ba2-4bf1-9500-f31ce3d7f1ec;152735;VIRTUAL_ACCOUNT;MANDIRI
ff26a5a0-b2b7-4292-830d-0a2257c8c185;219369;MANUAL_TRANSFER;BCA
e8928bb1-1021-43d3-8550-d1c9e409466e;115578;GOPAY;GOPAY
c9246e65-09ee-44c0-968f-fa2b3141549c;239742;PAYLATER;KREDIVO
22941ee7-608b-4b8f-8db7-2f01f06de3fd;393692;BALANCE;BALANCE
24022c6f-067c-4aad-9e24-9b7f491440ec;226581;GOPAY;GOPAY
eefccc49-efc8-41f1-84ec-f84da952f686;479090;PAYLATER;JULO
32330193-4a40-4678-9693-10b6fbac0d93;384919;BALANCE;BALANCE
e58a6a0b-b93f-4161-aeae-9e88bf18919a;123479;PAYLATER;KREDIVO
43dfd0b7-4622-4f18-9810-a56721bad389;166981;BALANCE;BALANCE
7d038abf-7454-44d1-86c0-a476d9e6e42f;450380;VIRTUAL_ACCOUNT;BCA
30dc0cb7-4319-4c28-84c6-25a95b77b431;298587;MANUAL_TRANSFER;MANDIRI
ce0c737d-7092-40e9-9ff0-ff85dad73f2e;456591;VIRTUAL_ACCOUNT;BRI
db785478-0933-47d3-aa14-82f37ec2a490;142489;MANUAL_TRANSFER;MANDIRI
fa330af9-02a3-48c7-984c-a95b53a5fa3b;136001;MANUAL_TRANSFER;BRI
a2081c7a-44f6-4218-9f4f-b77260d624d9;328471;MANUAL_TRANSFER;BNI
5676f0be-c4cf-43ba-8004-8250d976d5c3;119994;MANUAL_TRANSFER;BNI
61478ea4-10ed-4807-bd90-698ac892c072;311191;MANUAL_TRANSFER;BRI
1a7222d0-a844-4ea7-8f6f-b4ae5f2066ac;186997;PAYLATER;JULO
432a7264-9b34-418c-9498-df8a5b57010e;456946;BALANCE;BALANCE
43a8870f-3f7d-4016-a8d8-0a0ecb0183bd;108804;VIRTUAL_ACCOUNT;BNI
1561cb17-9dcc-4c9c-8149-af32157ceaeb;487683;MANUAL_TRANSFER;BRI
600a471c-e22e-4807-9d48-8257ae4673a5;197022;VIRTUAL_ACCOUNT;MANDIRI
3d0cbb1c-9a84-4689-bf18-108a0a932318;475636;MANUAL_TRANSFER;BCA
93b9f03e-ae92-4340-a27c-6d6f98018dff;283664;GOPAY;GOPAY
b1a25ab5-764e-4a2b-a6a5-eda3c99ac1f9;379446;PAYLATER;KREDIVO
f0ff0384-9fde-4b4e-8cc7-9b456a79abaf;482977;BALANCE;BALANCE
769c38fd-ea61-4349-809d-e83449b02aef;123294;GOPAY;GOPAY
6a08024b-346c-4f0f-8b63-8db40e771d6d;113153;PAYLATER;JULO
b24291fd-8ca6-47a6-8f3a-59e17427de63;366833;BALANCE;BALANCE
3c6aea65-cdbd-40d9-b771-1ddfc1686c04;254782;PAYLATER;KREDIVO
cc1b7483-655e-4e4a-b7d3-ef901e930745;488432;BALANCE;BALANCE
51efec22-6100-4ed2-94f7-5bd76b049b50;184505;VIRTUAL_ACCOUNT;BCA
4229a1ee-9a32-4bc4-8819-4f07c230644a;213742;MANUAL_TRANSFER;MANDIRI
75f276e7-020a-4a30-a75a-d53ba655c7aa;322774;VIRTUAL_ACCOUNT;BRI
02600c00-9b13-41ad-b6d8-29ce50cb816c;322844;MANUAL_TRANSFER;MANDIRI
a4f997b9-fb27-4294-b9a7-edc817908a36;324783;MANUAL_TRANSFER;BRI
fc87e70b-8808-4cdc-a3e8-c3ac9138f7ab;204714;MANUAL_TRANSFER;BNI
feb57101-8b94-4903-9047-2256495b3b79;350487;MANUAL_TRANSFER;BNI
7b4eda9c-d92b-4689-82de-e17afaf1c1db;129103;MANUAL_TRANSFER;BRI
31c4d6d8-ed99-4cc3-bc98-9e34177a6c09;379850;PAYLATER;JULO
791c796b-16ad-463d-b94f-f584dc7682d6;192905;BALANCE;BALANCE
8f4b7037-9d95-45fc-951d-fd5491241375;345023;VIRTUAL_ACCOUNT;BNI
7d6c4e5a-0201-4edd-ba02-810c128a2c6d;356216;MANUAL_TRANSFER;BRI
e1981b81-fd27-4ea7-a62a-a559e416a68a;459716;VIRTUAL_ACCOUNT;MANDIRI
a9545219-efab-463e-ad20-5a11befe1bfd;167741;MANUAL_TRANSFER;BCA
b330f51b-adb6-4c7a-ad27-f933acccff8e;495871;GOPAY;GOPAY
18151a1e-3e07-4c95-a266-ebf1593228b1;452858;PAYLATER;KREDIVO
7be268aa-9347-4b63-bfcf-89c9ef4207aa;323506;BALANCE;BALANCE
2465c287-d015-4f28-b196-6d6e801bfb6d;102565;GOPAY;GOPAY
44ba4e83-8956-45a8-94c8-9d68b750143a;331879;PAYLATER;JULO
f19750d4-1697-4519-98d5-b23122983516;130260;BALANCE;BALANCE
4cc67963-1291-454e-a15b-e548f090fa25;224027;PAYLATER;KREDIVO
31bcca6e-d307-414b-879a-e93b2eb61903;303624;BALANCE;BALANCE
41f8f59c-759c-404c-9f30-eb71b03b63ad;428273;VIRTUAL_ACCOUNT;BCA
7a4c9e6f-a4f0-4fe4-bb45-a3ddc8508a99;139629;MANUAL_TRANSFER;MANDIRI
d2913217-96a2-48f0-976c-5651739bb0f6;343479;VIRTUAL_ACCOUNT;BRI
e347ffff-59ab-4813-9ff3-5463e0764123;258813;MANUAL_TRANSFER;MANDIRI
0ea64d74-2bbe-411f-85ba-2f2197bdb410;118137;MANUAL_TRANSFER;BRI
0ad52a69-6667-4136-bc53-fabde5d4d7cb;288299;MANUAL_TRANSFER;BNI
50bf81c9-38d8-449a-9e6d-e0f9d79ffda8;356872;MANUAL_TRANSFER;BNI
dd8ebb04-e82e-46df-b8c6-5d13f8546ad7;301114;MANUAL_TRANSFER;BRI
7b65af33-11b9-4d50-8f8e-f4d8cdfdf458;352519;PAYLATER;JULO
33e003ff-2d74-4f5c-8ab1-926aa693b8f3;308737;BALANCE;BALANCE
0fbff693-8fe0-4079-b4bd-8201d162c98f;432889;VIRTUAL_ACCOUNT;BNI
28cc8496-b970-4201-8d96-23caec66d5a0;338590;MANUAL_TRANSFER;BRI
310912cf-2f2d-4158-8e0a-cb9973eb55dc;351667;VIRTUAL_ACCOUNT;MANDIRI
2dc97b23-704d-42c8-8e4c-fc5f9e27d6d5;167196;MANUAL_TRANSFER;BCA
cb7443cb-d619-4460-bf15-58489c030af6;327534;GOPAY;GOPAY
86003eb3-4811-4ac2-a54e-915d9c831a45;387897;PAYLATER;KREDIVO
aca73031-12ba-44b9-8ffb-9678f91dbc7b;148168;BALANCE;BALANCE
f6504a08-0d60-48bb-a54b-a2a836d5899d;496378;GOPAY;GOPAY
fddad6d4-2cd5-4b31-b40c-b26046d031d5;201986;PAYLATER;JULO
f12ff892-bcfd-4803-8c19-df396b7460d5;463022;BALANCE;BALANCE
b549bc58-3dfb-47c8-83fd-1633553d5003;413764;PAYLATER;KREDIVO
ee6acadb-07e7-48b0-9881-efec4710a730;251289;BALANCE;BALANCE
5e7a4dae-ee26-4e87-b4dc-313a79baec7c;156899;VIRTUAL_ACCOUNT;BCA
ce5f76cc-2400-4c62-bc7c-7a12c88c256f;491539;MANUAL_TRANSFER;MANDIRI
4074281c-1cbf-4d09-aee2-c0b1daadf1bb;433977;VIRTUAL_ACCOUNT;BRI
3d72b912-37f1-40a1-b99b-a6d0a1a43e6a;382409;MANUAL_TRANSFER;MANDIRI
21f90b85-08a9-4b0c-a7d1-dc0d738ebeb7;270811;MANUAL_TRANSFER;BRI
b6b44d37-e3b5-4784-81b9-a1e7fca067f3;125751;MANUAL_TRANSFER;BNI
e5ed2ff3-c46e-47ba-b03e-845cf252567b;396871;MANUAL_TRANSFER;BNI
b845d382-7708-4670-b07d-2a3e3aecf0c5;398226;MANUAL_TRANSFER;BRI
be0d4e57-ca20-4fd6-88fe-d7c605936540;358330;PAYLATER;JULO
2361326b-a9b6-4fcc-937d-2ebd337db6d9;163971;BALANCE;BALANCE
b0654511-91ca-4819-9357-1696067f4d43;167087;VIRTUAL_ACCOUNT;BNI
20ffbc37-8c48-4b22-aef8-91d85fc6278e;109410;MANUAL_TRANSFER;BRI
f179a86c-cffd-45a5-913b-b077c4775360;171513;VIRTUAL_ACCOUNT;MANDIRI
d9b2ad66-956b-4eef-93d3-1065382f00c9;494416;MANUAL_TRANSFER;BCA
666aa17a-0d7b-4c6b-abf9-49604c64457a;241450;GOPAY;GOPAY
fa7195ac-468e-4335-80cf-2ecbe89c3b96;347174;PAYLATER;KREDIVO
de2ff832-008e-4881-aa23-a100048be416;357677;BALANCE;BALANCE
dabc4e2b-d980-4b74-8c3d-42dab43784da;420530;GOPAY;GOPAY
2a57e1bc-b700-41ae-aca0-4f16284e163c;242463;PAYLATER;JULO
03e2c42e-e16e-463a-9468-a6b7d5c6e273;372067;BALANCE;BALANCE
bce81784-e065-43f8-96c1-91bde741e083;453910;PAYLATER;KREDIVO
9f949130-9a5c-4152-8d7a-ac4122d781c3;211415;BALANCE;BALANCE
c48b0733-adc2-4c6a-8e1a-3b40cdd3bb8c;436397;VIRTUAL_ACCOUNT;BCA
7f15deba-08c2-46f4-8ca5-54c6c3524085;326231;MANUAL_TRANSFER;MANDIRI
a078e470-7edb-4c1f-ab5c-86316d717d67;474531;VIRTUAL_ACCOUNT;BRI
7a5fdaae-850a-4387-b38e-26f7aa6fa289;231212;MANUAL_TRANSFER;MANDIRI
ae487c94-59ae-4e4d-8c30-b210a7d60a7b;436512;MANUAL_TRANSFER;BRI
04add951-e08d-41e1-940e-337fcecc84a6;287665;MANUAL_TRANSFER;BNI
9c094e37-0b3b-441f-88e1-0cab6ab2f404;391425;MANUAL_TRANSFER;BNI
caec4e0f-a653-43b6-aa14-b69df7f83984;459891;MANUAL_TRANSFER;BRI
072c1e53-31f6-4860-9463-66ed9922eb4e;156645;PAYLATER;JULO
b9893445-cd2c-4bb8-9fc9-c5ee545fb8f4;408644;BALANCE;BALANCE
957f35c4-2d11-4cfb-8806-b7c0a14bfadc;234240;VIRTUAL_ACCOUNT;BNI
bdaf970b-514d-4228-886e-519afe54cf5f;159032;MANUAL_TRANSFER;BRI
142b2efd-9fe7-4e04-b4dc-b6dc7fc55924;195295;VIRTUAL_ACCOUNT;MANDIRI
3e3bcd03-6da4-4257-ad18-a28425a38e38;245782;MANUAL_TRANSFER;BCA
7ce9d2fd-a32c-4e00-a32f-2ef3265d7d46;471145;GOPAY;GOPAY
5472812d-00f1-4fef-a8f9-cb62bc248983;269526;PAYLATER;KREDIVO
70d4024b-559c-48c8-9e68-76d30162642d;398422;BALANCE;BALANCE
02e22a4c-162c-4a44-bb23-89f1b3338a3d;216564;GOPAY;GOPAY
4ef7b8f7-9de6-4500-9c33-5782fdfe3375;399986;PAYLATER;JULO
c981ebdb-1ef9-463c-9d0a-c17f80862c31;448006;BALANCE;BALANCE
2bdba959-26c1-4b5b-b966-95f6d2c1ec4b;135811;PAYLATER;KREDIVO
64a724ac-48eb-4ae5-a8ec-69e7fdb8ff0b;319042;BALANCE;BALANCE
858b3b16-e733-4058-94bc-7f8dcfeed8fb;164000;VIRTUAL_ACCOUNT;BCA
1e41235d-f4c1-41d4-b88e-593217050ec1;415932;MANUAL_TRANSFER;MANDIRI
378168e5-9cf2-400e-8f8d-be71b895e3a7;181277;VIRTUAL_ACCOUNT;BRI
a069df76-6597-4b9c-bdb9-e26352388146;448754;MANUAL_TRANSFER;MANDIRI
c374ebc6-c43b-4205-a15b-7e355fce1380;465342;MANUAL_TRANSFER;BRI
f4335a0e-f78e-4752-bc0b-df7e23a87c55;400487;MANUAL_TRANSFER;BNI
c99dac6b-4321-472e-8d84-9439903b330a;489697;MANUAL_TRANSFER;BNI
017b6f9d-d2a2-4f87-b07e-b0d7053aa5fc;266334;MANUAL_TRANSFER;BRI
65b85219-f960-4e6d-ac59-1769a5d4636f;216637;PAYLATER;JULO
ad22b662-874e-4ca0-8653-b80b377c0208;172058;BALANCE;BALANCE
b7978f81-e0eb-41d5-b41d-5199ac75bcaa;111897;VIRTUAL_ACCOUNT;BNI
7c66a37e-fe82-470a-9fcb-6d7dd6803630;350098;MANUAL_TRANSFER;BRI
9ac2b5b6-958c-4e0d-b384-b4b03945ff02;461441;VIRTUAL_ACCOUNT;MANDIRI
01900d46-e6d3-462e-8b30-0784f675101b;465416;MANUAL_TRANSFER;BCA
27e81cbe-a3e0-4c3a-9a55-5c2dcbf5c7e9;126047;GOPAY;GOPAY
249bce7f-1c56-438f-8866-7ab9f93ee734;128043;PAYLATER;KREDIVO
2f6d9fd8-c65f-462b-aad6-7d0e4d33c2f5;173370;BALANCE;BALANCE
49c10230-8336-4a2d-b7fc-a61618ff465a;398601;GOPAY;GOPAY
9ecfc145-51fa-40c4-9e87-d98d3f0e2d53;274494;PAYLATER;JULO
7c44582f-2650-47de-b9c5-21f3cab1d37e;293200;BALANCE;BALANCE
3d71bf35-9c36-4223-b073-de465036848c;292098;PAYLATER;KREDIVO
73ac9f26-c2b3-4046-93d8-13f140c4e9ce;263082;BALANCE;BALANCE
4db3afc1-2b73-4f5e-8752-199f4a2aaecb;383609;VIRTUAL_ACCOUNT;BCA
58467a1c-f711-4a57-b2b6-046942da9f60;496010;MANUAL_TRANSFER;MANDIRI
608f4cfe-1f2d-4143-ab93-af198c1bcc8f;217801;VIRTUAL_ACCOUNT;BRI
bff34b34-36ee-491c-a0ad-f376bd66eb98;145029;MANUAL_TRANSFER;MANDIRI
7c7b57e3-6459-419e-b7ff-57acc9f7e8d7;135168;MANUAL_TRANSFER;BRI
bf7551df-3773-4d0a-805c-4bad264e3e3b;375093;MANUAL_TRANSFER;BNI
3e9d89cd-4f8b-442d-beeb-ba40c9f0dc79;341583;MANUAL_TRANSFER;BNI
9a1ce1ba-5821-41f3-a013-e847f0485b80;329622;MANUAL_TRANSFER;BRI
1abe63b6-d546-4ab2-8514-d16ee737ae8d;436692;PAYLATER;JULO
1923f9e8-43f3-494c-8363-812961611875;469353;BALANCE;BALANCE
94967634-5477-4ccf-b252-0d2bde4e12fd;241195;VIRTUAL_ACCOUNT;BNI
4e355f36-b693-435a-9ff4-8f00cf3adb2c;130690;MANUAL_TRANSFER;BRI
72858be5-79d6-4680-b790-4aa74e57c09d;366377;VIRTUAL_ACCOUNT;MANDIRI
f3c2b906-a0a3-4f42-9ecb-a38f43a2057c;259893;MANUAL_TRANSFER;BCA
8d7bc77f-83ef-4c2f-bc55-c44a2da7e7e5;458495;GOPAY;GOPAY
1df36e13-4a19-49c0-b350-1ff45a1fc2de;369049;PAYLATER;KREDIVO
7934f2e4-ce12-456e-8a3b-9b3d54d459fc;437038;BALANCE;BALANCE
9d83c800-f133-440b-9cee-98c8d4eaf83d;381630;GOPAY;GOPAY
a8fea872-2ce0-410c-8719-86fa6f43d3f0;113877;PAYLATER;JULO
cac3637e-d4f5-40f4-91de-9ac11b641e43;415328;BALANCE;BALANCE
9e9a4873-125f-4d43-a341-9242e54a4f38;409884;PAYLATER;KREDIVO
c01f3513-6d2f-4b58-8483-7e8bb1641bb5;285675;BALANCE;BALANCE
6152101f-7f1e-4ceb-a12c-d50c00544a9b;126076;VIRTUAL_ACCOUNT;BCA
b9b9ccba-790f-4b88-a551-34c27100d551;332623;MANUAL_TRANSFER;MANDIRI
a97377fb-0c93-4655-9899-5d0850ae3079;362078;VIRTUAL_ACCOUNT;BRI
90f70265-7b17-4460-8856-8d2760d1fbd5;412104;MANUAL_TRANSFER;MANDIRI
417fcf49-1b3d-4703-948a-9c267b1e2e4d;241466;MANUAL_TRANSFER;BRI
aef5a504-4227-4b78-bd41-ac63d093fa23;222826;MANUAL_TRANSFER;BNI
9359a32a-9fe3-4392-9f47-073f4d021776;459932;MANUAL_TRANSFER;BNI
c4d2b6a7-1c02-4052-b13d-518f664c1780;318800;MANUAL_TRANSFER;BRI
267211ee-ffaf-412a-a389-0c6c60af54b3;386203;PAYLATER;JULO
9b053ce0-fe3d-434e-9639-e7e2565e22be;300620;BALANCE;BALANCE
82ca82d8-c255-4785-b61c-8a111743be47;276794;VIRTUAL_ACCOUNT;BNI
db91b543-c566-42e1-8764-6b0df98d6c4d;448806;MANUAL_TRANSFER;BRI
cffb3de5-8ad9-45b5-a122-33878ce4abbc;434591;VIRTUAL_ACCOUNT;MANDIRI
d1ba8129-f95f-4327-8e2a-922c3567927f;253230;MANUAL_TRANSFER;BCA
16656c2d-394c-40c9-a4b5-50b17552f132;234982;GOPAY;GOPAY
145d6222-95da-4562-9b11-28e3e3e4a578;265259;PAYLATER;KREDIVO
8f0ce856-d537-4545-bce5-38f7a878f3c5;138668;BALANCE;BALANCE
48cd4415-c8fc-4300-8582-7884bf734373;346585;GOPAY;GOPAY
5b36df8f-d52e-4c7d-a10a-a756f0304ade;139454;PAYLATER;JULO
a296c58f-458d-4ea3-8061-8d30562b8004;427796;BALANCE;BALANCE
24e71c48-7010-4cc4-af18-a47a4e33c46a;167929;PAYLATER;KREDIVO
697ca607-7feb-47a2-a3fd-2fdf8e11b200;226128;BALANCE;BALANCE
68467257-10f5-4d15-a7cb-327a93b521d8;260734;VIRTUAL_ACCOUNT;BCA
af542ef3-bbc6-4a30-93c4-ebaba6b29d7c;361270;MANUAL_TRANSFER;MANDIRI
46edd1e5-c90c-402c-99f0-2c0df71b9684;468867;VIRTUAL_ACCOUNT;BRI
d7313ea9-80cf-4d96-94a5-5ae931c2383b;239721;MANUAL_TRANSFER;MANDIRI
c94b6fc2-40b2-4078-b018-4a059cd4d251;429681;MANUAL_TRANSFER;BRI
362c91c3-7013-41f6-930e-db65468398ac;394523;MANUAL_TRANSFER;BNI
b1483edf-4ea2-4c9f-975f-76308d80eb54;116305;MANUAL_TRANSFER;BNI
3c711934-8516-4a0d-ae27-483d2f29b5db;243877;MANUAL_TRANSFER;BRI
13c17ffa-d236-426b-a75e-48484291c6a2;469512;PAYLATER;JULO
be3f5433-bcf4-4c5b-96ed-190abd8803f5;482308;BALANCE;BALANCE
f1f2363f-b834-4273-823f-fe063e534c36;210746;VIRTUAL_ACCOUNT;BNI
ca7859e3-4cba-4aa0-8e88-c22bca3acaa7;144300;MANUAL_TRANSFER;BRI
edc175ca-519e-4064-904e-831ada41489d;233279;VIRTUAL_ACCOUNT;MANDIRI
f7b2d2fb-1e6e-4ac5-b49a-ffbc23734eae;147123;MANUAL_TRANSFER;BCA
61b88544-f0cb-408f-9f32-9bf870540695;258114;GOPAY;GOPAY
9ae7b39d-a025-48f6-8f7e-7152b4119376;332903;PAYLATER;KREDIVO
81c3af35-4388-42d3-a6d9-892a6ab861a4;494627;BALANCE;BALANCE
443436fd-d578-4d4d-86d5-68752718eb4e;437918;GOPAY;GOPAY
0063fe64-1b95-4009-9e20-a613e849ca9b;378076;PAYLATER;JULO
6a1ce40c-0b15-4951-b7e1-01ad7a3fcc71;105605;BALANCE;BALANCE
644772ef-132a-4079-91fe-f379565ba658;475875;PAYLATER;KREDIVO
671a8720-394f-47af-9351-4e43fd1a537a;169966;BALANCE;BALANCE
e71261c3-f8dd-4fc7-acc9-672b0ece3c69;497898;VIRTUAL_ACCOUNT;BCA
de680ce8-34b5-47b9-a937-2a38b282b4f5;319663;MANUAL_TRANSFER;MANDIRI
1760e859-7b20-4c6f-b6d1-1c4e214c67c8;282920;VIRTUAL_ACCOUNT;BRI
0519c61a-b501-4e26-9c67-77faf9e4eb68;493578;MANUAL_TRANSFER;MANDIRI
16935e3a-96f5-4c73-908d-bd439e71f553;443685;MANUAL_TRANSFER;BRI
9b9ff84f-d5b2-442f-b631-2fe591b60805;189851;MANUAL_TRANSFER;BNI
b3aa85aa-18a3-439b-a35c-6db96af66e8a;198909;MANUAL_TRANSFER;BNI
a9215ee9-2d09-4436-b555-5c51c91c0292;144700;MANUAL_TRANSFER;BRI
812cdabe-b469-4610-b5ae-dfd14ff52496;436084;PAYLATER;JULO
0fd69e30-5dca-4394-a6fa-d76b9a81e7f9;401222;BALANCE;BALANCE
912dec58-530b-4e45-b087-d67fdaeaad26;255699;VIRTUAL_ACCOUNT;BNI
de0dbfcb-80a3-439f-b3dd-46aae64b1cd4;336943;MANUAL_TRANSFER;BRI
3ba31df4-4d67-4a27-8d40-633a5eda8b03;339632;VIRTUAL_ACCOUNT;MANDIRI
1c820580-983d-425c-af9b-461d9d659314;328988;MANUAL_TRANSFER;BCA
c8f72923-ec2c-4d53-af28-3501984614cb;348048;GOPAY;GOPAY
2bcf78b9-6abe-4e1e-8614-4a731ee701ad;338315;PAYLATER;KREDIVO
705d7c2a-748b-498d-ba89-2d347d275b62;144541;BALANCE;BALANCE
4eb531ca-0be3-4727-90e0-51f0a0ac26d2;433544;GOPAY;GOPAY
5852e752-ebc5-4853-b5e2-e4260473a341;440762;PAYLATER;JULO
cdec5e1d-c5d1-434d-be8c-b8ea851f27c8;167850;BALANCE;BALANCE
56649e05-2e79-4faa-9824-79a27592d701;108958;PAYLATER;KREDIVO
f406cc67-92a2-4329-bf56-e4700348ec76;138230;BALANCE;BALANCE
96d20545-a63c-4d96-a833-ba1b9300596d;354524;VIRTUAL_ACCOUNT;BCA
fdaa2e32-8015-4f17-b274-05604c3273c7;387170;MANUAL_TRANSFER;MANDIRI
641943aa-7eb3-4531-9fd7-2a5807f70b59;170509;VIRTUAL_ACCOUNT;BRI
2145f647-642e-4d23-ad77-b81fc66fb986;414579;MANUAL_TRANSFER;MANDIRI
67913d74-4f99-4f40-ad2c-859e3aca627b;449493;MANUAL_TRANSFER;BRI
3a0e4bc3-c53f-4208-94f5-74077a413a81;453208;MANUAL_TRANSFER;BNI
6fcf4686-8f2f-43c5-b2ce-3272f203bc2e;481483;MANUAL_TRANSFER;BNI
d491e9cc-77a2-426f-9c0d-d19e1ec6c824;300617;MANUAL_TRANSFER;BRI
